,RISKSCORE
30893,
30894,
30890,
30891,
30892,
97549,
57060,
57059,
104467,
104468,
104465,
104464,
104466,
150727,
60287,
60288,
155838,
155839,
155837,
155840,
46099,
46100,
46101,
46102,
46103,
46104,
46105,
45336,
45335,
45334,
45340,
45333,
45337,
45338,
45339,
103507,
97223,
26538,
26539,
161760,
78141,
78142,
78143,
91946,
67713,
42423,
42424,
42425,
121279,
121275,
121276,
121277,
121280,
121281,
121278,
21100,
21099,
21101,
64505,
64506,
47451,
47445,
149102,
64507,
64508,
64509,
158450,
158451,
158452,
158457,
158454,
158455,
158456,
158453,
64510,
64503,
64504,
152545,
152546,
121424,
31468,
31469,
119192,
119193,
119196,
119195,
119194,
46132,
46131,
114791,
114793,
114790,
17058,
17057,
148158,
79015,
79016,
79017,
79018,
129456,
129457,
129455,
22310,
22313,
22312,
22311,
22314,
49525,
130582,
130583,
130584,
130585,
127963,
127962,
154866,
154865,
154867,
99220,
99221,
99225,
99223,
99224,
99222,
162047,
162046,
113450,
152823,
97755,
81241,
81242,
81243,
81244,
81245,
81246,
81247,
81248,
28919,
148143,
148144,
153298,
153299,
147427,
147426,
29533,
29537,
29540,
29535,
29532,
147428,
147425,
29534,
29536,
55936,
55937,
21599,
21597,
21598,
13393,
13394,
13391,
13392,
13389,
13390,
21602,
21601,
21600,
30739,
59956,
46864,
46865,
46866,
46867,
46868,
46141,
46139,
46140,
159712,
124972,
124971,
42011,
42012,
42013,
92760,
25562,
24494,
24493,
24492,
133958,
133956,
133955,
133954,
133953,
133950,
133951,
133952,
133959,
133960,
133957,
137831,
137829,
137827,
137830,
137828,
128681,
16760,
2924,
144127,
135923,
160988,
160986,
160987,
160992,
160990,
160985,
4862,
4864,
4863,
80804,
42390,
42391,
146365,
146363,
146364,
146369,
146366,
146368,
146362,
47705,
47704,
47703,
105062,
105061,
105060,
40129,
8245,
160991,
160989,
127198,
127199,
127197,
127200,
142522,
53981,
53982,
53983,
53984,
53985,
53986,
124922,
41459,
41460,
41461,
50407,
50406,
82252,
83004,
83005,
83184,
60851,
60848,
60850,
60852,
155582,
60849,
155583,
155584,
155581,
155585,
158157,
68182,
68183,
68184,
68185,
68181,
114792,
136872,
136871,
136870,
136873,
136868,
136869,
138099,
138101,
138100,
132078,
110808,
110809,
110807,
60853,
59015,
106441,
141452,
6300,
117086,
117087,
117088,
141879,
141877,
141878,
142079,
142078,
142077,
135118,
135117,
135116,
156263,
7545,
107652,
107651,
107650,
107654,
107653,
77729,
77728,
43403,
43404,
43408,
43406,
43407,
43405,
24126,
24127,
24128,
73873,
73879,
73880,
73874,
73881,
73878,
73877,
162045,
49336,
49337,
49922,
49923,
49924,
149110,
12727,
12726,
33540,
35094,
64930,
101111,
101108,
101110,
101109,
108136,
99811,
99810,
99812,
99809,
99808,
99807,
66210,
109603,
71031,
53543,
86612,
86613,
86616,
86609,
86611,
86610,
86614,
86608,
40943,
40942,
40944,
155415,
133599,
133598,
133597,
126033,
154036,
154035,
154037,
82111,
118699,
118700,
118701,
118702,
103047,
62361,
93834,
93833,
140205,
140206,
46869,
46870,
46871,
46872,
46142,
46143,
105465,
105466,
105467,
105468,
105469,
105470,
104932,
104933,
104934,
104935,
104936,
104931,
122984,
122983,
16475,
54787,
115468,
22038,
22037,
22036,
22035,
22034,
67162,
67161,
67163,
133919,
43941,
43942,
46073,
46072,
44286,
44287,
151816,
151814,
151815,
151813,
151818,
151817,
3933,
3934,
23265,
64026,
100242,
100243,
100284,
100285,
100287,
100286,
66857,
131068,
135443,
135442,
28814,
161173,
22377,
22376,
7670,
7669,
7671,
7672,
48504,
114146,
52212,
52211,
89166,
114784,
145545,
33784,
33785,
154192,
154191,
154196,
154193,
154194,
154195,
12196,
13567,
13568,
96992,
96993,
96994,
138147,
104139,
22112,
22113,
23058,
23059,
23060,
23063,
23062,
23061,
23064,
23066,
156948,
156949,
156946,
156947,
54783,
54782,
54781,
54780,
73023,
73024,
73022,
49371,
100604,
43368,
43369,
44008,
44007,
129476,
135437,
12725,
108777,
41218,
41217,
41216,
104974,
39771,
154129,
136488,
23652,
40334,
40333,
14008,
14009,
14010,
55354,
64597,
64261,
64262,
53548,
53547,
53546,
53549,
85284,
85283,
86664,
86665,
108599,
108601,
108600,
142240,
109128,
15824,
15826,
15825,
15679,
91809,
91811,
91815,
91813,
91812,
91810,
91816,
92047,
92046,
92051,
92048,
92050,
92052,
92049,
36347,
126727,
111133,
27401,
27400,
27403,
27404,
91808,
91807,
91806,
108938,
108785,
92045,
92044,
92042,
92043,
47252,
88310,
85235,
85236,
85230,
85238,
85239,
85240,
85241,
85234,
85233,
85232,
85231,
85237,
28439,
28440,
154671,
154668,
154669,
154667,
154670,
106667,
67012,
32989,
109949,
109948,
109951,
109950,
86247,
86248,
15469,
109877,
7691,
7693,
7692,
109928,
7694,
52213,
111925,
111924,
111923,
111922,
4537,
110955,
38336,
38334,
38333,
38332,
38335,
73761,
73763,
73762,
73760,
128255,
114147,
42781,
42782,
42784,
42783,
22467,
22466,
22465,
115736,
115737,
115735,
117221,
93905,
16759,
21414,
21415,
21412,
21413,
52746,
52747,
52745,
52744,
52743,
111752,
111753,
144350,
65471,
65472,
65470,
65473,
144518,
144517,
58025,
58024,
58023,
58022,
58021,
58020,
84511,
84517,
84515,
84516,
113237,
24679,
24469,
71552,
4936,
114491,
84437,
84427,
84438,
84428,
84429,
84435,
84440,
84439,
84430,
84436,
62812,
62811,
62813,
62810,
59958,
15623,
133311,
133313,
100413,
100412,
56137,
11896,
120592,
120593,
6466,
6467,
6470,
6469,
6468,
21841,
21842,
21843,
144141,
121456,
121457,
144747,
144748,
145153,
114670,
47686,
49526,
50601,
117909,
117910,
117908,
117906,
117907,
143543,
143542,
54086,
54090,
54087,
54091,
54088,
54089,
138313,
138312,
87127,
87128,
87132,
87130,
87131,
87129,
23507,
23508,
125349,
125348,
152829,
153235,
153233,
153234,
160695,
160686,
160693,
160687,
160688,
160694,
160685,
160692,
160691,
160690,
160689,
110816,
99632,
99631,
108144,
108143,
40139,
40130,
40131,
40132,
40140,
40134,
40135,
40136,
40138,
40137,
40133,
127841,
67061,
2107,
130331,
130332,
130333,
130325,
130330,
130329,
130328,
130327,
130326,
130324,
132510,
110373,
20227,
20228,
20226,
20223,
20222,
20221,
20224,
20218,
20219,
20220,
33850,
27316,
27319,
27318,
27317,
143213,
140455,
140454,
140452,
140453,
143216,
143215,
143214,
142082,
142080,
142081,
141880,
141881,
141882,
88972,
88971,
127244,
126597,
8698,
8700,
32786,
32788,
8699,
32787,
10065,
10064,
10063,
10062,
10061,
10059,
10060,
150182,
150181,
150184,
150183,
123061,
156511,
95728,
95729,
54986,
54985,
54991,
54992,
54984,
54993,
54990,
54987,
54988,
54994,
54989,
80722,
103491,
103490,
103489,
103488,
49372,
149966,
149967,
149969,
149968,
149970,
141428,
141427,
141426,
97021,
97026,
97027,
97025,
97022,
97023,
97024,
146686,
22370,
22369,
133223,
133222,
133221,
133224,
112136,
101798,
53916,
53918,
54661,
54662,
54657,
54658,
54659,
54660,
15293,
15294,
28961,
59885,
59884,
59881,
59883,
59882,
59893,
60916,
60917,
95240,
95238,
95239,
24779,
135024,
135025,
131790,
131791,
131792,
131789,
97836,
141645,
140057,
97840,
102326,
122951,
122949,
122952,
122950,
143366,
34610,
34605,
34611,
34607,
34608,
34609,
34606,
34604,
44605,
44606,
44607,
44610,
44612,
44613,
44614,
44611,
86152,
86151,
13695,
13965,
82121,
82120,
35573,
35574,
35575,
35576,
35577,
35578,
35581,
35580,
35579,
96710,
96712,
96711,
134232,
134230,
134231,
134229,
134228,
158752,
158754,
158750,
158751,
158753,
146474,
146473,
146475,
21826,
21827,
2969,
2968,
2972,
2970,
2971,
22092,
22091,
22090,
58026,
72640,
72642,
72641,
38648,
38647,
129472,
129471,
129470,
129469,
10705,
10704,
10703,
74792,
74791,
74789,
74793,
74794,
74788,
74790,
74795,
74787,
74785,
108667,
123367,
123371,
123368,
123370,
123369,
123364,
123365,
139949,
139950,
98059,
155536,
153750,
155352,
75223,
75222,
75226,
75225,
75224,
75227,
75228,
146384,
138482,
4523,
93730,
35868,
35867,
92759,
80778,
80780,
80777,
80783,
80779,
80782,
80781,
114310,
114311,
113597,
88155,
88157,
88156,
155961,
155962,
155963,
10706,
21489,
21488,
142559,
142558,
142553,
142557,
87614,
87613,
142554,
87615,
142555,
142556,
50515,
50517,
48858,
48859,
48860,
48861,
48866,
48863,
48864,
48865,
48862,
89741,
89740,
89739,
89737,
89738,
89736,
89742,
109475,
109474,
109470,
109469,
109473,
109472,
109471,
109468,
130244,
130243,
130245,
130246,
132053,
132052,
132051,
132050,
132049,
137278,
137273,
137275,
137277,
137276,
137274,
137279,
6795,
6798,
6797,
6796,
142166,
142167,
142168,
142169,
142165,
142164,
142158,
142163,
142162,
142161,
142160,
142159,
29954,
29955,
133566,
133568,
152006,
152009,
152007,
152005,
152008,
131951,
131950,
160086,
160090,
160088,
160089,
160087,
72477,
72479,
72480,
72478,
101150,
101149,
133567,
87964,
87965,
87962,
87961,
87963,
87966,
87968,
87967,
40643,
40644,
40645,
40646,
40642,
40637,
40640,
40639,
40632,
40633,
40634,
40635,
40648,
40636,
40641,
40638,
83583,
150460,
150459,
18816,
3675,
3676,
3674,
3678,
3679,
3680,
3677,
10709,
10710,
10707,
10708,
937,
938,
127755,
127756,
123023,
107883,
107882,
107881,
108621,
108620,
108619,
48085,
48084,
32255,
70646,
70647,
32250,
32254,
32253,
32252,
32251,
128963,
128962,
128966,
128965,
128964,
116749,
116748,
116747,
116746,
116752,
116753,
116751,
116750,
116745,
62353,
62354,
62352,
62351,
16062,
16064,
16065,
16061,
16066,
16067,
16068,
16063,
50155,
50154,
120230,
105996,
133886,
133884,
133885,
133883,
122709,
122711,
122710,
122712,
70738,
70739,
70740,
70741,
134984,
134985,
134986,
134989,
134988,
134987,
45164,
113344,
15950,
113345,
113347,
15949,
113346,
113348,
123731,
137180,
137179,
137178,
137181,
97508,
106487,
106486,
145975,
134868,
134869,
134870,
134866,
134867,
40647,
96200,
96201,
29758,
96700,
151991,
151990,
151155,
151156,
160806,
160807,
160808,
160805,
160804,
160803,
160802,
160799,
160800,
160801,
29015,
29017,
29016,
117863,
117862,
61707,
61706,
61705,
72140,
59965,
59964,
109100,
57459,
57460,
136720,
136718,
136717,
136724,
136721,
136725,
22264,
22262,
22263,
94134,
94133,
144058,
144059,
23832,
126084,
23874,
23876,
23875,
74255,
80443,
113060,
105702,
105703,
105705,
105704,
107216,
107217,
136719,
26816,
26817,
136716,
136722,
26818,
26819,
26821,
136723,
26820,
26822,
27241,
27242,
27239,
27240,
20529,
20530,
20531,
20527,
20528,
12890,
134382,
123652,
123653,
123651,
123646,
123649,
123650,
123648,
123647,
123656,
123655,
123654,
32123,
32121,
32124,
32122,
154641,
154640,
154639,
154638,
154636,
154637,
17651,
17650,
17644,
17647,
17648,
17649,
17643,
17642,
17646,
33693,
33694,
33695,
33696,
33697,
33698,
33699,
35800,
35801,
35804,
35803,
158512,
158511,
81573,
81574,
74256,
74257,
108379,
108380,
28903,
28904,
28902,
28897,
28900,
28898,
97229,
28899,
28901,
104192,
118346,
118345,
66478,
66477,
147282,
59089,
59090,
50185,
50184,
50188,
50183,
50182,
50186,
50187,
50189,
50179,
50181,
50190,
50191,
50193,
50192,
50194,
50180,
125085,
125086,
4061,
4063,
95265,
106101,
106102,
106100,
106099,
106098,
135096,
106097,
151634,
151631,
151632,
118398,
118397,
161383,
161382,
160017,
160019,
160020,
160021,
160022,
160024,
160023,
160018,
59450,
59453,
59455,
59452,
59451,
59454,
122993,
122988,
122991,
122990,
122989,
133944,
100798,
100796,
100795,
100797,
69946,
78563,
78564,
78565,
78566,
79137,
158410,
17327,
17326,
17325,
17323,
17324,
51077,
51076,
58831,
58830,
109976,
109978,
109977,
112460,
112459,
112452,
112458,
112457,
112456,
112453,
112455,
112454,
112451,
92542,
92541,
106316,
106317,
106318,
106319,
18000,
18001,
21886,
21887,
21885,
21884,
21883,
21882,
21888,
58323,
58322,
59693,
60141,
38101,
38099,
38100,
79234,
79232,
79233,
79231,
56157,
56160,
56158,
56159,
56863,
56862,
56861,
157945,
157944,
157946,
156032,
84431,
84433,
84434,
84432,
149314,
149313,
149312,
149311,
102085,
158887,
158888,
158889,
158890,
94125,
143880,
143881,
145502,
145503,
145501,
131670,
131667,
131669,
131668,
136608,
109952,
117476,
117477,
117478,
59692,
60140,
60171,
127983,
34592,
34591,
23323,
23318,
23320,
23319,
23321,
23324,
23322,
69920,
69922,
69921,
69924,
69923,
102364,
60200,
60201,
47253,
47254,
47255,
136542,
136540,
136538,
136541,
136539,
158991,
158984,
158985,
158987,
158986,
158988,
158989,
158990,
63569,
63568,
63570,
152700,
152695,
152696,
152698,
152697,
29750,
73768,
145680,
145681,
52748,
73767,
73766,
73764,
73765,
78351,
78352,
78350,
78349,
78348,
78347,
55824,
55823,
151765,
55822,
151764,
80539,
80541,
65592,
65593,
65596,
65595,
65594,
58182,
149315,
140319,
140320,
102836,
60484,
60483,
122752,
80538,
80542,
80540,
1554,
1558,
158714,
158713,
158715,
158716,
15830,
59414,
59415,
28629,
28630,
28631,
28632,
60485,
92035,
92037,
92036,
140488,
141989,
147706,
149648,
149647,
149646,
72476,
88454,
88453,
88452,
47795,
4297,
83784,
4296,
83787,
83786,
83785,
136083,
136082,
136081,
140595,
140594,
140596,
80219,
80218,
80217,
80216,
160696,
75825,
75969,
65130,
65131,
65132,
65133,
137293,
2332,
2329,
2330,
2331,
2333,
28113,
28114,
28115,
28116,
138171,
138173,
138170,
138172,
11415,
11412,
11414,
11413,
9373,
9372,
9370,
9369,
9371,
65061,
65060,
65959,
65960,
137221,
137222,
59891,
59890,
59889,
59888,
59886,
159309,
159311,
159310,
159312,
41728,
41730,
41729,
41732,
41731,
41734,
41733,
41735,
66129,
66128,
66127,
83822,
83818,
83821,
83820,
83819,
136222,
136215,
136224,
136223,
136227,
136221,
136220,
136219,
136218,
136217,
136216,
136225,
136226,
57306,
57307,
61156,
61155,
60628,
27243,
72973,
73825,
73828,
73827,
73826,
158618,
33088,
139443,
139444,
140185,
140184,
140187,
140186,
142450,
142444,
142448,
142447,
142449,
142445,
142446,
123754,
55461,
146297,
55460,
55459,
41634,
41632,
41633,
41571,
41573,
41572,
53917,
36883,
36877,
36878,
36879,
36880,
65252,
65261,
65260,
65262,
65263,
65264,
65265,
65266,
36881,
65267,
36882,
65268,
65269,
130899,
130898,
130897,
130896,
130895,
65253,
65270,
65271,
65259,
65258,
65256,
65257,
65255,
65254,
30229,
30237,
37953,
37952,
89239,
94336,
94337,
49901,
49902,
49907,
49908,
49903,
49904,
49905,
49906,
44030,
44027,
44029,
44035,
44034,
44028,
44036,
44033,
44031,
154596,
103814,
154597,
103812,
103815,
154595,
103813,
103810,
103811,
12662,
157254,
157252,
157253,
157251,
157250,
84612,
84613,
84614,
95487,
95489,
95488,
95486,
7652,
7651,
134398,
71666,
71664,
71665,
17627,
128112,
133184,
984,
983,
985,
42409,
42410,
42408,
131302,
114973,
114968,
114971,
114970,
114972,
114969,
111598,
151081,
16296,
16297,
16295,
128046,
130350,
78688,
78202,
76678,
115968,
136852,
96909,
96185,
970,
96186,
971,
96187,
148975,
148976,
3971,
3973,
3972,
3970,
60516,
60517,
36677,
36678,
153409,
67830,
79136,
79135,
79134,
42267,
42269,
42268,
123962,
41403,
41404,
41402,
41405,
42400,
42402,
42401,
17448,
17447,
19650,
34233,
34232,
34662,
34661,
34663,
63376,
63375,
63377,
19346,
19343,
19345,
19344,
40663,
40660,
40657,
127867,
154538,
127868,
127869,
154537,
154536,
130547,
130548,
128002,
128003,
128001,
40662,
40665,
40666,
40656,
40658,
40659,
40667,
40661,
154904,
154905,
154906,
156918,
89112,
150848,
17645,
104485,
104484,
158065,
38955,
38956,
38952,
38954,
38953,
38959,
38958,
38957,
38951,
38950,
146795,
146796,
16764,
38263,
38265,
38264,
38262,
76295,
76294,
76293,
84514,
84513,
84512,
128914,
128913,
128915,
128916,
104532,
104531,
104534,
104533,
73706,
73707,
73705,
47452,
47453,
47446,
47447,
47448,
47449,
47450,
46809,
46804,
46806,
46808,
46807,
46802,
46805,
46803,
40664,
16782,
75933,
75937,
75934,
75935,
16781,
122366,
122371,
122370,
122369,
122368,
122367,
122372,
138985,
138984,
58179,
58178,
58177,
58176,
58175,
58174,
58173,
52612,
52611,
132831,
132832,
132833,
103711,
103715,
103714,
103713,
103712,
80082,
147388,
147387,
147389,
147390,
147385,
147386,
75679,
75678,
93545,
93546,
93544,
148984,
60680,
60681,
60682,
60077,
60079,
60078,
60081,
60080,
94043,
94042,
84161,
84162,
84163,
84164,
84165,
84166,
149844,
149842,
149843,
149841,
149840,
149839,
145906,
46353,
144407,
144408,
96714,
96713,
96715,
144876,
151433,
151432,
151431,
151430,
151429,
151428,
151434,
133747,
133746,
133749,
133748,
50101,
50102,
50103,
44243,
44247,
44244,
44240,
44241,
44242,
44246,
98913,
98912,
98914,
98916,
98915,
98911,
141432,
141433,
141431,
161083,
161084,
161082,
161080,
161081,
161079,
134897,
134894,
134893,
134896,
134895,
127677,
127676,
14393,
36981,
141564,
76232,
23065,
117709,
117708,
117710,
3599,
3598,
3600,
3601,
3602,
3597,
36980,
145160,
111995,
54981,
54982,
54980,
54983,
54978,
54979,
2582,
2583,
2581,
96105,
96104,
32713,
32712,
16852,
129343,
152852,
152849,
152851,
152850,
131846,
146888,
29468,
105046,
105047,
105048,
105050,
105049,
29469,
29470,
29471,
29472,
29473,
115496,
115500,
115494,
115495,
110673,
93165,
93164,
93166,
441,
442,
44608,
44609,
105126,
105127,
105128,
105129,
105130,
105131,
105132,
105133,
80037,
80036,
80035,
80034,
80027,
80033,
80032,
80031,
80030,
80029,
80028,
80042,
80039,
80040,
80038,
80041,
8163,
8160,
8162,
8161,
29600,
29603,
29602,
29601,
70176,
70177,
70183,
70182,
70185,
70180,
70179,
70184,
70181,
70186,
70178,
104876,
59395,
64385,
64386,
144089,
146835,
72901,
72900,
118336,
118337,
118338,
118342,
118341,
118340,
118339,
431,
439,
440,
434,
433,
432,
436,
430,
435,
429,
438,
121346,
17638,
144524,
144523,
144503,
144505,
144504,
70414,
70415,
70416,
70417,
42077,
42080,
42078,
42079,
112216,
30077,
132464,
132463,
132462,
30075,
30076,
30079,
30078,
60972,
60969,
60973,
60974,
60971,
60970,
40085,
40086,
40087,
40089,
76571,
76567,
76570,
76569,
76568,
38026,
38029,
38028,
38027,
159453,
55786,
118981,
78673,
75708,
118984,
118985,
118983,
118982,
99542,
120459,
120458,
120969,
120968,
120970,
34033,
34032,
97905,
151564,
151565,
151566,
59973,
59972,
59970,
59971,
29412,
121542,
121543,
121544,
121539,
121540,
121541,
127949,
127950,
127951,
126295,
161709,
161710,
161708,
126294,
161711,
97328,
97327,
97326,
97329,
12506,
12507,
127952,
148298,
148297,
54995,
108266,
108265,
78156,
108264,
78157,
108267,
108268,
73413,
136503,
68590,
68589,
126006,
68591,
68588,
6239,
153523,
153525,
153524,
68592,
68584,
68585,
68586,
68587,
29410,
29411,
111978,
122992,
149770,
149768,
149769,
9161,
9162,
12620,
74786,
38020,
38019,
38018,
38017,
116709,
14882,
14883,
117059,
117058,
14970,
151115,
77410,
52445,
52444,
52443,
30880,
134860,
133727,
92503,
92505,
92504,
92506,
92502,
92501,
39250,
131437,
81024,
81022,
81021,
81020,
81019,
81018,
81017,
81016,
81015,
81014,
81012,
81023,
81013,
159378,
159377,
142488,
142486,
142487,
109850,
109849,
109848,
109851,
22715,
22714,
157558,
157559,
126364,
126363,
126362,
126361,
137090,
33100,
33099,
33102,
143747,
92724,
131158,
131159,
139825,
139824,
139826,
139823,
139830,
139829,
139828,
139827,
150063,
151908,
92430,
92431,
92432,
92428,
92429,
132840,
132841,
132842,
132839,
161788,
161789,
1844,
1843,
131175,
87532,
44816,
44817,
44818,
44809,
44814,
44815,
44812,
44813,
44811,
44810,
4163,
4165,
4164,
88254,
88255,
141907,
86467,
141909,
86470,
86465,
86466,
141908,
86464,
86469,
86468,
86473,
86472,
86471,
148460,
148461,
148459,
148458,
148457,
148456,
148455,
133914,
133915,
133913,
133916,
23653,
23654,
147833,
132561,
134707,
125744,
125743,
125742,
53966,
67235,
67234,
98142,
98141,
98143,
116568,
116570,
116569,
116572,
116571,
116573,
116574,
116575,
116562,
116563,
116564,
116565,
116566,
116567,
128621,
128622,
21993,
21996,
21995,
21994,
22120,
134660,
134659,
11714,
104285,
104286,
54038,
54037,
65656,
100509,
100510,
85265,
149736,
149737,
149735,
149734,
149733,
147538,
147537,
147539,
147540,
147541,
142113,
146256,
147139,
147138,
147137,
116416,
116415,
116414,
5964,
5965,
135229,
135230,
135231,
135228,
135234,
135233,
135232,
135227,
135226,
135225,
27905,
27903,
27904,
53536,
53537,
87178,
87177,
100351,
77030,
77031,
77032,
77033,
77029,
80261,
161071,
161070,
161069,
148098,
148099,
94112,
94113,
94199,
91517,
128285,
128284,
125582,
125581,
36679,
101504,
101505,
81171,
81174,
81173,
81172,
134328,
134329,
134330,
134327,
134331,
102941,
144762,
144761,
136811,
117678,
117680,
117681,
117679,
117682,
117683,
117684,
117685,
117686,
117687,
117688,
121174,
121168,
121173,
121172,
121171,
79994,
79993,
79992,
79990,
79991,
100176,
421,
422,
28821,
28820,
28819,
28815,
28822,
28816,
28817,
28818,
10953,
10956,
10955,
10954,
100175,
113869,
113870,
102049,
102050,
102048,
102047,
102046,
141053,
141054,
9289,
9288,
10604,
10605,
137728,
137726,
137727,
20159,
20162,
20161,
20160,
103190,
9192,
9191,
9190,
9189,
9187,
9188,
9185,
9186,
9193,
9194,
117001,
117005,
117004,
117003,
117002,
62375,
157016,
157015,
157014,
157013,
99480,
101815,
101816,
101817,
101814,
101818,
101819,
101810,
101809,
101812,
101813,
101822,
101825,
2249,
101823,
101824,
101821,
101820,
101811,
155564,
155565,
2248,
109071,
109070,
109072,
109803,
109802,
142844,
100756,
100754,
100755,
100758,
100757,
11678,
11681,
11680,
11679,
37751,
129043,
78452,
78451,
78450,
78454,
78449,
78455,
78453,
129042,
47796,
133726,
134861,
121170,
121169,
48810,
48809,
48807,
48808,
48806,
48805,
48804,
48803,
48802,
48813,
48811,
130471,
130469,
130470,
6280,
6281,
128173,
128172,
95773,
95776,
95775,
95774,
62473,
62468,
62463,
62464,
62465,
62466,
62467,
62472,
62469,
62470,
62471,
112094,
112095,
112096,
112097,
112098,
112090,
112091,
112092,
112093,
112089,
105288,
1291,
105289,
105286,
105287,
161749,
161750,
161746,
161747,
161748,
161752,
161751,
116804,
116803,
116800,
116799,
116798,
116797,
14348,
14349,
144262,
144261,
144260,
144259,
144258,
144257,
143562,
143563,
143561,
143941,
143942,
143943,
143945,
143944,
144161,
144163,
144162,
144157,
144158,
144160,
144159,
19227,
135134,
135132,
135133,
73806,
62776,
15797,
15799,
15796,
15798,
14809,
158283,
146617,
146618,
144522,
100071,
36371,
36373,
36372,
98149,
98150,
62775,
62774,
62777,
135682,
135683,
135681,
135680,
135581,
159823,
159824,
159826,
159825,
159816,
159817,
17689,
120872,
120871,
120870,
120873,
120869,
119386,
119387,
119391,
119389,
119390,
119388,
159818,
159819,
2521,
2520,
159820,
159821,
159822,
118498,
118497,
118496,
121431,
159974,
46216,
133664,
133662,
133661,
105088,
105087,
108140,
108139,
108138,
108137,
133663,
76429,
76430,
76432,
76431,
76433,
76781,
76780,
76779,
76782,
76778,
76777,
76776,
159975,
159976,
64344,
149214,
149210,
149211,
149212,
149215,
149213,
14995,
14992,
14988,
14989,
14990,
14991,
14996,
14993,
14994,
134349,
134352,
134353,
134351,
134350,
98945,
98944,
98946,
90387,
90388,
90389,
90390,
90391,
90392,
105089,
78259,
78260,
78257,
78256,
78255,
78258,
37286,
48713,
110338,
32573,
32572,
32571,
32574,
154872,
154871,
154317,
154316,
2114,
2115,
2117,
2116,
156533,
156538,
156534,
156537,
156536,
156535,
73544,
73545,
13306,
13305,
13304,
13303,
13302,
13308,
13307,
4496,
4494,
4495,
64327,
64328,
64330,
64329,
64326,
577,
576,
575,
599,
598,
602,
601,
600,
588,
586,
587,
585,
584,
589,
132554,
145138,
145137,
151399,
151400,
151396,
151397,
151395,
151398,
513,
512,
507,
511,
509,
510,
508,
506,
82906,
155775,
155774,
155773,
155771,
155772,
1435,
102527,
1436,
133312,
83185,
82253,
51805,
51806,
36897,
96586,
96585,
96583,
96584,
44032,
67946,
67949,
67947,
67948,
9464,
129460,
3177,
134597,
9893,
59887,
92908,
133474,
59892,
74367,
74366,
74365,
74364,
74363,
74360,
74361,
74362,
99425,
99426,
99424,
99423,
116801,
116802,
116805,
116806,
116807,
132212,
132213,
132214,
84660,
84659,
41067,
41066,
156208,
156207,
156206,
156209,
20225,
437,
50516,
105011,
146626,
146629,
146628,
146627,
146630,
129505,
129506,
138817,
138816,
138818,
95956,
95957,
95955,
123398,
21416,
64270,
64272,
64271,
25619,
75685,
161124,
157241,
36392,
109826,
109828,
109827,
44369,
44368,
44367,
44371,
44370,
44372,
78652,
78651,
78650,
44373,
44374,
78653,
161095,
161094,
51963,
51962,
9676,
9677,
8019,
98470,
98469,
76352,
76342,
76341,
76351,
76350,
76349,
76348,
76343,
666,
76347,
76346,
96694,
85242,
85243,
85244,
129882,
129881,
87969,
13827,
13828,
79313,
79314,
79315,
13832,
13830,
79311,
13831,
79312,
13829,
78763,
78764,
78765,
78766,
78704,
78700,
78705,
78701,
114150,
79236,
79235,
96522,
68160,
68163,
68162,
68161,
76345,
76354,
76355,
76356,
76353,
52852,
52850,
52851,
52849,
52853,
20296,
20297,
21960,
100873,
101742,
101743,
45429,
45430,
45431,
45433,
45432,
45434,
119462,
